start_year,state,site,summary,event_quote,lat,lon
1625,Tlaxcala,Tlaxcala,Frost,FUERTE FRIO,19.31730126,-98.23890287
1625,Tlaxcala,unspecified site,Frío,"“El sábado 8 de marzo, día de santo Tomás, eclipsó el sol a las nueve horas. Se obscureció, todos gritaron, los diversos pájaros y los gallos, todos gritaron. Y luego se sintió un fuerte frío. - Yquac sábado 8 de marzo qualoc tonatiuh ypan chicuicnahuioras tlayohuac mochi tzatzinque nepapan tototzintzintin yhuan caxtilme mochi tzatzinque nima huel chicahuac ynic zehuac zano.” Zapata y Mendoza, 1995:237, 239",19.42860564,-98.16841472
1625,Veracruz de Ignacio de la Llave,Veracruz,Huracán,"“Semejante desgracia acaeció a uno de nuestros buques la noche siguiente de nuestro desembarco y fue grande fortuna para nosotros el no estar ya a bordo, porque el huracán fue tan recio y tan grande la tempestad, que el viento del norte rompió los cables del navío y lo echó a alta mar. Aquella noche se doblaron los vigías al bordo de nuestro buque, y el piloto no quiso abandonar la guardia que hizo con mayor cuidado que no había hecho hasta entonces. Sin embargo, nuestros religiosos se retiraron a descansar como de ordinario, pero su reposo no duró mucho tiempo porque, antes de la media noche se cargó el viento al norte, y fue tal su ímpetu que arrancó un grito general y repentino, y causó tumulto extraño en toda la flota.” Gage, 1979, I:207, 212",19.19980902,-96.13801865
1625,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1625,Yucatï¿½n,unspecified site,Hambre,"“Hambre, causando gran mortandad entre los indígenas.” Espinosa et al., 1987:93",20.74805532,-88.91936547
1626,Distrito Federal,Mexico,Inundación,"“Las muchas aguas del año antecedente de [16]26 habían dado principio a la inundación que duró cuatro años, y que no acabó hasta el de 29, casi con la ruina total de la ciudad, y de que, en llegando aquel tiempo, procuraremos dar una exacta relación.” Alegre, 1956-1960, II:391",19.43264649,-99.13325795
1626,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1626,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1626,Yucatï¿½n,unspecified site,Hambre,"“Hambre, causando gran mortandad entre los indígenas.” Espinosa et al., 1987:93",20.74805532,-88.91936547
1627,Distrito Federal,Mexico,Inundación,"“Las muchas aguas del año antecedente de [16]26 habían dado principio a la inundación que duró cuatro años, y que no acabó hasta el de 29, casi con la ruina total de la ciudad, y de que, en llegando aquel tiempo, procuraremos dar una exacta relación.” Alegre, 1956-1960, II:391",19.43264649,-99.13325795
1627,Distrito Federal,Mexico,Grain shortages,1627 occepa mayanaliztli omaca huel opopoliuh yn tlaolin,19.43264649,-99.13325795
1627,Distrito Federal,Mexico,Flooding,n/a,19.43264649,-99.13325795
1627,Distrito Federal,Mexico,Carestí­a de bastimentos,"“El año 1627 creció tanto la laguna, que refluyeron sus aguas a la ciudad por los aguaceros, aunque en las calles algo altas no subió el agua, en las bajas sí y en algunas de los barrios de los indios varias casillas débiles cayeron. Los bastimentos encarecieron, no porque escasearon ese año, sino porque faltaron a la población los que entraban por las calzadas que se pusieron intransitables, y comenzó a picar alguna epidemia entre los naturales.” Marroquí, 1969, I:130",19.43264649,-99.13325795
1627,Distrito Federal,Mexico,Creciente de rí­o,"El río Cuautitlán, crecido por las lluvias, hizo que se inundara la ciudad, subiendo el agua a la altura de media vara. Zamacois, 1878:306",19.43264649,-99.13325795
1627,Distrito Federal,Mexico,Obras hidráulicas,"“Comenzando los trabajos [del desagüe] en época del virrey don Luis de Velasco, en 1607, con 471 154 trabajadores y abandonándose después tan importante y colosal obra, a pesar de las instancias reiteradas de Enrico Martínez al virrey. A causa de ese abandono, ocurrió en 1627 la grande inundación que dio margen a un proceso en contra del iniciador de la obra, pero depurado su irresponsabilidad, se le puso libre, precisamente en los momentos en que una nueva y más grande inundación, invadía a la capital, hasta el punto de tener que hacer el tráfico en canoas, decir misa en los balcones y haber organizado una procesión a Nuestra Señora de Guadalupe que fue traída a su santuario.” Pérez, 1904:123",19.43264649,-99.13325795
1627,Distrito Federal,Mexico,Carestí­a,"Enfermedad entre los indios por las inundaciones y precios altos. Octubre: lluvias abundantes, amenaza de inundación en la ciudad de México. Espinosa et al., 1987:93; Malvido, 1973:98",19.43264649,-99.13325795
1627,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1627,Puebla,Cholula,Epidemic,enfermedad por las inundaciones y precios altos,19.06203262,-98.30640045
1627,Puebla,Puebla de los ï¿½ngeles,Lluvias excesivas,"“Por el año 1627 se levantó una tormenta que amargó no poco, casi hasta el morir, a este venerable prelado.” Ríos, II, 1992:78",19.04397292,-98.19751139
1627,Tlaxcala,Tlaxcala,Earthquake, tlalolin ipan jueves,19.31730126,-98.23890287
1627,Tlaxcala,Tlaxcala,Earthquake,TLALLOLIN YPAN JUEVES,19.31730126,-98.23890287
1627,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1627,Yucatï¿½n,unspecified site,Epidemia,"“Cuatro años de malas cosechas, langostas, hambres y epidemias, obligaron a una gran parte de la población a buscar su sustento en el país interior. A fines de 1631 el nuevo gobernador, Fernando Centeno Maldonado, inició una campaña para reducir a los fugitivos; envió al interior a emisarios, sobre todo frailes, que lograron persuadir a muchos miles para que regresaran.” Cook y Borah, 1978:123-124",20.74805532,-88.91936547
1627,Yucatï¿½n,unspecified site,Hambre,"“Hambre, causando gran mortandad entre los indígenas.” Espinosa et al., 1987:93",20.74805532,-88.91936547
1627,Yucatï¿½n,unspecified site,Cosechas escasas,"“Cortísima cosecha de frutos de la tierra continuadamente cuatro años. Se padeció gravísima hambre, ocasionada de la innumerable langosta que hubo.” López, 1957:593",20.74805532,-88.91936547
1627,Zacatecas,unspecified site,Epidemia,"“Se inició la primavera de este año con funestas demostraciones para la ciudad, pues fueron tantas las muertes repentinas que hubo en muy pocos días, que alarmado el vecindario ocurrió inmediatamente a los recursos aconsejados por la piedad religiosa. Sacóse en procesión pública por todas las calles e hiciéronse rogativas, invocando las gentes a san Nicolás Tolentino, patrón de la ciudad, y a san Sebastián; pero no calmó con esto el terrible azote, pues en el mes de mayo la epidemia se pronunció con más temibles y generales estragos.” Amador, 1982:350-351",23.28343333,-102.66554945
1628,Distrito Federal,Mexico,Inundación,"“Las muchas aguas del año antecedente de [16]26 habían dado principio a la inundación que duró cuatro años, y que no acabó hasta el de 29, casi con la ruina total de la ciudad, y de que, en llegando aquel tiempo, procuraremos dar una exacta relación.” Alegre, 1956-1960, II:391",19.43264649,-99.13325795
1628,Distrito Federal,Mexico,Inundación,"“Tuvo no obstante el grande dolor al morir [Enrico Martínez] en 1632, de dejar a México inundada cuatro años consecutivos, desde 1628.” Rivera, 1883, I:190",19.43264649,-99.13325795
1628,Distrito Federal,Mexico,Flooding,n/a,19.43264649,-99.13325795
1628,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1628,Puebla,unspecified site,Epidemia de cocoliztli,"“Siendo gobernador don Gregorio Nacianceno, invadió con mucha fuerza el cocoliztli.” Anales de Puebla y Tlaxcala, núm. 1:361",18.54794342,-97.89651992
1628,Tlaxcala,Tlaxcala,Epidemic, chicahuac cocolistli mochiuh,19.31730126,-98.23890287
1628,Tlaxcala,Tlaxcala,Epidemic,CHICAHUAC COCOLIS{TLI},19.31730126,-98.23890287
1628,Tlaxcala,unspecified site,Epidemia de cocoliztli,"A 21 días del mes de marzo de 1629, el marqués mandó “que el gobernador de la ciudad de Tlaxcala haga las diligencias que ahí se refieren en razón de la licencia que piden los naturales del pueblo de Topoyango para hacer una ermita de San Sebastián, y hechas, las remita al gobierno para que vistas por vuestra excelencia provea lo que convenga. Por cuanto Josef de Celi, por los principales y común de Topoyango, jurisdicción de Tlaxcala, me ha hecho relación que el año pasado hubo en el dicho pueblo una grave y común enfermedad de cocoliztle y que habiendo elegido por abogado al glorioso san Sebastián y prometido hacerle una ermita mejoró y sanó la mayor parte de la gente y que cumpliendo su promesa quieren edificarla y para ello era necesario licencia mía, pidiéndome se la mandase dar y que las justicias no les impidiesen el dicho edificio y la fábrica, y por mí visto, con lo que respondió el fiscal de su majestad en esta real audiencia, a quien mandé dar vista de ello. Por el presente mando a vos el gobernador de la dicha ciudad de Tlaxcala, hagáis averiguación si es cierto lo que aquí se refiere, y siéndolo, me informéis con claridad los bienes y aprovechamientos que estos naturales tienen, qué cantidad de rezagos deben o si tienen satisfechos sus tributos con testimonio de que pareciere por los libros y si con lo procedido de las rentas del común se podrá hacer una ermita moderada, y todo cerrado y sellado lo remitiréis al oficio del gobierno del secretario infraescrito para que visto por mí provea lo que conveng.” Zavala y Castelo, 1980, VI:418",19.42860564,-98.16841472
1628,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1628,Yucatï¿½n,unspecified site,Daños a construcciones,"“Hubo en toda esta tierra un temporal de agua, tal, que la llamaron diluvio. Duró en llover 27 días continuos, que fue la causa de muchas ruinas de edificios, sementeras, y muerte de ganado, de que resultó una gravísima hambre, con que murieron muchísimos millares de indios de esta tierra.” López, 1957:558",20.74805532,-88.91936547
1628,Yucatï¿½n,unspecified site,Hambre,"“Hambre, causando gran mortandad entre los indígenas.” Espinosa et al., 1987:93",20.74805532,-88.91936547
1628,Yucatï¿½n,unspecified site,Epidemia,"Hambre, epidemia. Exceso de lluvias determinan la miseria en Yucatán. Espinosa et al., 1987:93",20.74805532,-88.91936547
1628,Yucatï¿½n,unspecified site,Epidemia,"“Cuatro años de malas cosechas, langostas, hambres y epidemias, obligaron a una gran parte de la población a buscar su sustento en el país interior. A fines de 1631 el nuevo gobernador, Fernando Centeno Maldonado, inició una campaña para reducir a los fugitivos; envió al interior a emisarios, sobre todo frailes, que lograron persuadir a muchos miles para que regresaran.” Cook y Borah, 1978:123-124",20.74805532,-88.91936547
1628,Yucatï¿½n,unspecified site,Cosechas escasas,"“Cortísima cosecha de frutos de la tierra continuadamente cuatro años. Se padeció gravísima hambre, ocasionada de la innumerable langosta que hubo.” López, 1957:593",20.74805532,-88.91936547
1629,Distrito Federal,Azcapotzalco,Muertes,"“El 24 de diciembre de 1629 el marqués de Cerralvo mandó a Josef de Celi, por cuanto el gobernador, alcaldes, regidores y común del pueblo de Escapuzalco, me hizo relación que a pedimento de sus partes yo les había hecho merecer de reservarles del servicio personal la mitad de la gente por tiempo de12 meses por la mucha mortandad de indios que había habido y haber muy gran peste y que como constaba la certificación de que hizo demostración, de su ministro de doctrina actualmente había la misma peste y enfermedad y se han muerto los indios contenidos en la dicha certificación, por lo cual les es imposible el poder acudir al servicio personal, me pidió mandase hacer merced a los dichos sus partes de que la dicha reserva se les prorrogase por el tiempo que durare la dicha enfermedad, a que mande por el juzgado de indios, con parecer del doctor Diego de Barrientos, mi asesor general en él, que el juez repartidor de aquel partido diese el dicho pedimento y certificación y me informase sobre el contenido de ella. Y habiéndolo hecho, visto por mí, por el presente reservo a los dichos indios del pueblo de Escapuzalco de la mitad de los 99 indios de dobla que dan al dicho repartimiento de Chiconautla por otro mes más.” Zavala y Castelo, 1980, VI:448-449",19.48340362,-99.18364559
