id,add_date,event_duration,event_quote,event_quote_location,event_source_info,event_time_description,firstname,start_day,start_month,start_year,summary,surname
1489,2023-06-04 06:37:27,,"“Carcoma, cáncer y pestes.” Aubry, 1991:105",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 579",,Bradley,,,1688,Enfermedad,Skopyk
1327,2023-06-04 06:37:27,,"“Sólo una vía con tejado, que se cayó el año pasado de 54, con el gran temporal de octubre.” López, 1957:206",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 419",,Bradley,,,1654,Daños a construcciones,Skopyk
989,2023-06-04 06:37:27,,"“Siendo gobernador don Gregorio Nacianceno, se comió las plantas el hielo y humearon en gran manera las estrellas y comenzó la contribución de tres pesos.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 124",,Bradley,,,1618,Helada,Skopyk
1217,2023-06-04 06:37:27,,"Una serie de epidemias y hambrunas especialmente agudas causaron que “las bajas de población fueran grandes y repentinas, y entre 1643 y 1666, representaron un descenso más acusado y rápido que el que se produjo en las primeras décadas de la Conquist.” Farriss, 1992:139-140",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 344",,Bradley,,,1644,Epidemia,Skopyk
3349,2023-06-04 06:37:27,,"“Solicitud de los indios de Jilotepec sobre relevarse de las obras del desagüe por la epidemia que padecen.” AGNM, Desagüe, v. 33, e. 4, f. 11",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 336",,Bradley,,,1798,Epidemia,Skopyk
3149,2023-06-04 06:37:27,,"“Suplicando únicamente, que en el presente año, por el notorio atraso, y común pérdida de su cosecha de algodón, les permita la suspensión del citado cobro de tributos hasta el segundo tercio de año, en que entregarán los dos tercios del presente y que seguirán después pagando sin intervención con arreglo al citado artículo 129.” AGNM, Tributos, v. 6, e. 4, ff. 37-46",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 151",,Bradley,,,1791,Pérdida de cosechas,Skopyk
3882,2023-06-04 06:37:27,,SARAPIO SAHUATLI; CT CALLS THIS MEASLES,tbd,"Townsend, Anales de Tlaxcala (unpublished ms): 5",,Bradley,,,1595,Epidemic,Skopyk
687,2023-06-04 06:37:27,,"El informe del 8 de marzo de 1577 dice que: “La enfermedad de los indios de la Nueva España ha empezado a entrar en los naturales de este reino que están en la comarca de esta ciudad y aunque hasta ahora no ha sido mucho el número de gente que ha muerto, son tan pocos los indios que en ella hay, que por poco que falten serán muchos y por no dar esta enfermedad con la furia que en los naturales de México, se tiene esperanza no pasará adelant.” IDG, Guadalajara 31, doc. 9, 2 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 340",,Bradley,,,1577,Epidemia,Skopyk
1411,2023-06-04 06:37:27,,"“Una terrible calamidad pesó sobre Zacatecas el año de 1667. Refiérese que en el verano de ese año atacó una enfermedad tan violenta, que en el mes de junio morían hasta 10 personas diariamente, sucumbiendo por lo regular a los tres días de ser atacadas. Es casi seguro que esta enfermedad debe haber sido pulmonía fulminante, la cual alarmó con sobrada razón a los vecinos, porque en aquellos años Zacatecas no pasaba de tener una población de 15 a 16 000 habitantes.” Amador, 1982:362",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 500",,Bradley,,,1667,Epidemia,Skopyk
167,2023-06-04 06:37:27,,"empezo a temblar ... fue muy fuerte. Ahí empezo a temblar todos los meses hasta la pascua, pascua de navidad. Asi vino a terminoar el año de 1667",tbd,"Buenaventura Zapata y Mendoza, Historia Cronológica de la Noble Ciudad de Tlaxcala (1995): 381",,Bradley,24,5,1667,Earthquake,Skopyk
2069,2023-06-04 06:37:27,,"“Parecemos y decimos que por la pasada epidemia de los años de 49 y 50 se ausentaron de esta doctrina muchos naturales de ellas a buscar su refugio a otras partes sin saberse hasta la presente dónde están, los unos se hubieran muerto y otros se han quedado sin volver a sus pueblos y siendo tan notoria esta falta de tributarios del señor alcalde mayor.” AGNM, Tributos, v. 28, e. 2, f. 51",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 372",,Bradley,,,1750,Epidemia,Skopyk
2230,2023-06-04 06:37:27,,"“Como en el año próximo pasado se hubieran advertido la escasez de la cosecha, y que los cosecheros iban subiendo con exceso el precio de los trigos, y aun retirándolos para venderlos al mayor, aprovechándome de las facultades que conceden las leyes a los que gobiernan para poner tasa al fruto, y contener con ello los excesos […] he puesto el de 14 pesos carga al de primera calidad, y 13 al de la segunda [sic] regidores y comisionados a los parajes donde se me dio la noticia haber trigo […] para conducirlas a los molinos de la ciudad […] la cosecha actual es abundante.” Torre, 1991:972",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 518",,Bradley,,,1766,Carestí­a de trigo,Skopyk
144,2023-06-04 06:37:27,,"Grandes árboles fueron arrastrados por el agua. En las riberas muchas personas se ahogaron. Y se inundó la casa de un español llamado manuel de sosa, habitante de atlancatepec, el viernes 7 de semtiembres. atlangatepec, tlaxcala y ciudad de mexico. lo",tbd,"Buenaventura Zapata y Mendoza, Historia Cronológica de la Noble Ciudad de Tlaxcala (1995): 247",,Bradley,1,9,1629,Flooding,Skopyk
2625,2023-06-04 06:37:27,,"“En la ciudad de Guadalajara a 22 de marzo de 1785, el muy ilustre señor, don Eusebio Sánchez Pareja, regente presidente de esta Real Audiencia gobernador de este reino de la Nueva Galicia […] mandó su señoría que se procediese luego a la habilitación y compra de maíces que el ilustre cabildo ha regulado para la provisión de esta ciudad en las circunstancias de la escasez que ha reconocido […] Don Ignacio Estrada le nombró su señoría para que pasase a las jurisdicciones de Sayula, Zapotlán u otras donde entendiese que pudiera proveerse de este grano, y habilitarse su compra por los precios más cómodos […] haciendo que los cosecheros manifestasen los maíces con que se hallasen, y deducidos los necesarios para la habilitación de sus haciendas y provisión del público, se ajustasen y acordasen con dicho comisionado en la remisión del sobrante para el repuesto de las 14 000 más o menos fanegas reguladas.” Veintidós de marzo de 1785. AGMG, Actas de cabildo, 1785, paq. 7, leg. 8, ff. 47-52",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 102",,Bradley,,,1785,Escasez de maíz,Skopyk
3315,2023-06-04 06:37:27,,"“A la escasez de lluvias, se juntó la anticipación de los hielos, y como progresaron las siembras, ni se dieron los pastos; no sólo se experimentó carestía en las semillas; sino también mucha pérdida en los ganados menores, que es uno de los ramos de comercio de esta jurisdicción.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 295",,Bradley,,,1797,Carestí­a de semillas,Skopyk
2978,2023-06-04 06:37:27,,"Resoluciones dictadas tras la consulta del corregidor de la ciudad de San José de Toluca, Adrián de Ceraín, fechada en la ciudad de México el 3 de febrero de 1789, respecto a si se debía cobrar el impuesto a las semillas que se introdujeron a fines del año de 1789, por haber cesado la exención de que gozaban, debido a la escasez de granos. Por despacho fechado en México el 21 de septiembre de 1787, el fiscal de Real Hacienda resolvió (según órdenes giradas por la dirección general de aduanas foráneas el 15 y el 16 de diciembre de 1786 a sus administradores), “que la libertad e indultos de alcabala concedidos antes, con motivo de escasez de semillas, no debía continuar en el año presente (1787).” El asesor del superintendente subdelegado de Real Hacienda, dictaminó lo mismo que el fiscal y está de acuerdo en que corresponde resolver legítimamente este asunto a la dirección general de aduanas foráneas. AHEM, Manuscritos, Pueblos del Estado de México, v. 7, e. 9, 4 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 446",,Bradley,,,1789,Escasez de granos,Skopyk
1137,2023-06-04 06:37:27,,"En la ciudad de Guadalajara a 25 días del mes de septiembre de 1632 años, el cabildo, justicia y regimiento de esta dicha ciudad informó que los indios solicitaron “por la gran enfermedad y mortandad que hay de ellos, se les releve el trabajo de hacer de quitar las dichas barreras y volverlas a hacer de nuevo en la plaza pública de la ciudad, por hacerles bien acordaron por ahora se queden hechas las dichas barrera.” AGMG, Actas de cabildo, 1607-1668, f. 144",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 259",,Bradley,,,1632,Enfermedad,Skopyk
1215,2023-06-04 06:37:27,,"En la sesión del cabildo del 11 de septiembre de 1643 se trató que “atento a que la gran carestía del trigo ha obligado a no hacer postura en el pan hasta ahora que parece que el trigo va bajando y para que la república sepa el pan que le pueden dar por un real, acordó que por ahora y en el interés que otra cosa se provea y mande, todos los panaderos de esta ciudad tengan obligación de dar una libra y 12 onzas de pan de trigo candeal […] no revuelto con trigo helado ni mojado ni pelón por un real en cuatro panes, ocho o dos y no en más y que uno saque a la plaza cada día lo que tiene obligació.” AAP, Actas de cabildo, 20, f. 78v",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 343",,Bradley,,,1643,Carestí­a de trigo,Skopyk
2984,2023-06-04 06:37:27,,"“La población de la intendencia de Valladolid ha disminuido en los años de hambre de 1786 y 1790; todavía habría padecido mucho más, si el respetable obispo, de quien hemos hablado en el capítulo VI, no hubiese hecho extraordinarios sacrificios para aliviar a los indios: en pocos meses perdió generosamente la suma de 46 000 pesos fuertes, comprando 50 000 fanegas de maíz que vendió a menor precio, para contener la sórdida avaricia de algunos ricos propietarios que en tiempo de calamidades públicas tratan de enriquecerse con la miseria del pueblo.” Humboldt, 1991:167",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 448",,Bradley,,,1786,Calamidad,Skopyk
2755,2023-06-04 06:37:27,,"Crisis por la escasez de semillas; pueden los zacatecanos quedar exentos del pago de alcabala en algunos productos y de tributos. AHZ, Ayuntamiento, c. 9, e. 1",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 234",,Bradley,,,1785,Escasez,Skopyk
3307,2023-06-04 06:37:27,,"“Estaba tan bien atendido el hospital [de San Andrés], que al aparecer otra vez las viruelas en 1797, encontraron allí alivio y recursos multitud de enfermos.” Rivera, 1883, 1425",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 287",,Bradley,,,1797,Epidemia de viruela,Skopyk
1894,2023-06-04 06:37:27,,"“En este apartado está situada una florida vega, distante cinco leguas de la capital por la parte del poniente, habítanla 27 familias de indios, y 15 de negros y mulatos, hállase hoy desierto, porque no quedó persona alguna, que contase el estrago que en él hizo la general epidemia.” Villaseñor y Sánchez, 1952, II:148",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 207",,Bradley,,,1736,Epidemia,Skopyk
